id,出版社,書名,已閱,購買日,買入價,購買平台,售出價,售出日,閱讀日,備註,再刷
362,三采,大英百科-物理化學2-光與聲音,,2026-03-07,248,MOMO,,,,,
363,三采,大英百科-物理化學3-物質的特性,,2026-03-07,248,MOMO,,,,,
364,三采,大英百科-物理化學4-力與能量,,2026-03-07,248,MOMO,,,,,
365,三采,大英百科-物理化學5-水,,2026-03-07,248,MOMO,,,,,
366,三采,小妖怪1,V,2024-09-11,179,其他,161,,,,
367,三采,小妖怪2,V,2024-09-11,179,其他,161,,,,
368,三采,小妖怪3,V,2024-09-11,179,其他,161,,,,
369,三采,小妖怪4,V,2024-09-11,179,其他,161,,,,
370,三采,小妖怪5,V,2024-09-11,179,其他,161,,,,
371,三采,小妖怪6,V,2024-09-11,179,其他,161,,,,
372,三采,小妖怪7,V,2024-09-11,179,其他,161,,,,
373,三采,小妖怪8,V,2024-09-11,179,其他,161,,,,
374,三采,小妖怪9,V,2024-09-11,179,其他,161,,,,
375,三采,小妖怪10,V,2024-09-11,179,其他,161,,,,
376,三采,小妖怪11,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
377,三采,小妖怪12,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
378,三采,小妖怪13,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
379,三采,小妖怪14,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
380,三采,小妖怪15,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
381,三采,小妖怪16,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
382,三采,小妖怪17,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
383,三采,小妖怪18,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
384,三采,小妖怪19,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
385,三采,小妖怪20,V,2024-10-20,219,MOMO,171,,,有點數每本折10元，未扣,
386,三采,小妖怪21,V,2024-10-31,177,FB,171,,,,
387,三采,小妖怪22,V,2024-10-31,177,FB,171,,,,
388,三采,小妖怪23,V,2024-10-31,177,FB,171,,,,
389,三采,小妖怪24,V,2024-10-31,177,FB,171,,,,
390,三采,小妖怪25,V,2024-10-31,177,FB,171,,,,
391,三采,小妖怪26,V,2024-10-31,177,FB,171,,,,
392,三采,小妖怪27,V,2024-10-31,177,FB,171,,,,
393,三采,小妖怪28,V,2024-10-31,177,FB,171,,,,
394,三采,小妖怪29,V,2024-10-31,177,FB,171,,,,
395,三采,小妖怪30,V,2024-10-31,177,FB,171,,,,
396,三采,褲子小偷1,V,2024-09-12,247,其他,,,2026-04-06,,
397,三采,褲子小偷2,V,2024-09-12,247,其他,,,2026-04-06,,
398,三采,天才麵包理髮師1,V,2024-09-11,221,團書,242,2026-02-24,2026-02-07,二刷、三刷,
399,三采,天才麵包理髮師2,V,2024-09-11,221,團書,242,2026-02-24,,,
400,三采,天才麵包理髮師3,V,2024-09-11,221,團書,242,2026-02-24,,,
401,三采,天才麵包理髮師4,V,2024-09-11,221,團書,242,2026-02-24,,,
402,三采,天才麵包理髮師5,V,2024-09-11,221,團書,242,2026-02-24,,,
403,三采,普通兄妹的秘密日記1,V,2024-09-11,241,團書,200,,,,
404,三采,普通兄妹的秘密日記2,V,2024-09-11,241,團書,200,,,,
405,三采,普通兄妹的秘密日記3,V,2024-09-11,241,團書,200,,,,
406,三采,普通兄妹的密室逃脫任務1,V,2024-09-11,241,團書,231,2026-01-14,,,
407,三采,普通兄妹的密室逃脫任務2,V,2024-09-11,241,團書,231,2026-01-14,,,
408,三采,天才圍棋王1,V,2024-09-11,262,團書,,,2025-10-10,,
409,遠流,天生就是超級咖-我很奇怪但很可愛2,V,2025-05-28,271,團書,,,2026-02-01,,
410,遠流,好聰明漫畫醫學：生病了該怎麼辦？,,2025-05-28,197,團書,,,,,
411,遠流,好聰明漫畫醫學：原來身體這樣運作,,2025-05-28,200,團書,,,,,
412,遠流,漫書台灣故事1,V,2025-05-28,149,團書,,,2026-01-24,2刷,
413,遠流,漫書台灣故事2,V,2025-05-28,149,團書,,,,,
414,遠流,漫書台灣故事3,,2025-05-28,149,團書,,,,,
415,遠流,漫書台灣故事4,,2025-05-28,149,團書,,,,,
416,遠流,漫書台灣故事5,,2025-05-28,149,團書,,,,,
417,遠流,漫書台灣故事6,,2025-05-28,149,團書,,,,,
418,遠流,漫書台灣故事7,,2025-05-28,149,團書,,,,,
419,遠流,漫書台灣故事8,,2025-05-28,149,團書,,,,,
420,遠流,漫書台灣故事9,,2025-05-28,149,團書,,,,,
421,遠流,漫書台灣故事10,,2025-05-28,149,團書,,,,,
422,遠流,漫書台灣故事11,,2025-05-28,149,團書,,,,,
423,遠流,漫書台灣故事12,,2025-05-28,149,團書,,,,,
424,遠流,巴冷公主要嫁蛇王子(臺灣原生動物說故事1),,2025-05-28,218,團書,,,,,
425,遠流,魔法獠牙俠(臺灣原生動物說故事2),,2025-05-28,218,團書,,,,,
426,遠流,好好笑漫畫數學：買賣大作,,2025-05-28,200,團書,,,,,
427,遠流,好好笑漫畫數學：生活數字王,,2025-05-28,200,團書,,,,,
428,遠流,屁屁偵探1,V,2023-09-30,186,MOMO,146,,,,
429,遠流,屁屁偵探2,V,2023-09-30,186,MOMO,146,,,,
430,遠流,屁屁偵探3,V,2023-09-30,186,MOMO,146,,,,
431,遠流,屁屁偵探4,V,2023-09-30,186,MOMO,146,,,,
432,遠流,屁屁偵探5,V,2023-09-30,186,MOMO,146,,,,
433,遠流,屁屁偵探6,V,2023-09-30,186,MOMO,146,,,,
434,遠流,屁屁偵探7,V,2023-09-30,212,MOMO,146,,,,
435,遠流,屁屁偵探8,V,2023-09-30,212,MOMO,146,,,,
436,遠流,屁屁偵探9,V,2023-09-30,212,MOMO,146,,,,
437,遠流,屁屁偵探10,V,2023-09-30,212,MOMO,146,,,,
438,晴好,袖珍動物園1,,2025-12-01,211,MOMO,,,,,
439,晴好,袖珍動物園2,,2025-12-01,211,MOMO,,,,,
440,晴好,袖珍動物園3,,2025-12-01,211,MOMO,,,,,
441,晴好,袖珍動物園4,,2025-12-01,211,MOMO,,,,,
442,晴好,袖珍動物園5,,2025-12-01,211,MOMO,,,,,
443,晴好,神探邁克狐1,X,2025-05-23,181,團書,177,2026-01-04,,,
444,晴好,神探邁克狐2,X,2025-05-23,181,團書,177,2026-01-04,,,
445,晴好,神探邁克狐3,X,2025-05-23,181,團書,177,2026-01-04,,,
446,晴好,神探邁克狐4,X,2025-05-23,181,團書,177,2026-01-04,,,
447,晴好,神探邁克狐5,X,2025-05-23,181,團書,177,2026-01-04,,,
448,晴好,神探邁克狐6,X,2025-05-23,181,團書,177,2026-01-04,,,
449,晴好,欖仁媽媽全球新聞臺【生活篇】小故事讀懂世界，成為守護SDGs的地球小公民,,2026-01-14,223,讀共,,,,110冊24500元,
450,晴好,欖仁媽媽全球新聞臺【世界篇】小故事讀懂世界，成為守護SDGs的地球小公民,,2026-01-14,223,讀共,,,,110冊24500元,
451,小宇宙,吵架了怎麼和好,V,2025-04-16,270,其他,221,2025-11-29,,,
452,小宇宙,無敵姊弟科學大冒險(1)：樂器倉庫的祕密,,2023-08-07,250,博客來,,,,,
453,未來,地獄小學1,V,2025-04-07,216,博客來,184,2025-09-26,,,
454,未來,地獄小學2,V,2025-04-07,216,博客來,184,2025-09-26,,,
455,天衛,說給兒童的臺灣歷史書,,2025-04-07,3500,博客來,,,,,
456,五南,一起開口說唐詩(上),,2024-10-27,280,博客來,,,,折價券25,
457,五南,一起開口說唐詩(下),,2024-10-27,280,博客來,,,,折價券25,
458,小光點,屁屁丹迪1,V,2024-06-10,217,其他,168,2025-04-04,,,
459,小光點,屁屁丹迪2,V,2024-06-10,217,其他,168,2025-04-04,,,
460,小光點,屁屁丹迪3,V,2024-06-10,217,其他,168,2025-04-04,,,
461,小光點,屁屁丹迪4,V,2024-06-10,217,其他,168,2025-04-04,,,
462,小光點,屁屁丹迪5,V,2024-06-10,217,其他,168,2025-04-04,,,
463,小光點,屁屁丹迪6,V,2024-06-10,217,其他,168,2025-04-04,,,
464,小光點,屁屁丹迪7,V,2024-06-10,217,其他,168,2025-04-04,,,
465,小角落文化,漫畫版名人傳 奠定AI基礎的天才數學家—艾倫.圖靈,,2025-11-06,189,MOMO,,,,,
466,小角落文化,漫畫版名人傳 諾貝爾—寄託和平與未來於獎項,,2025-11-06,189,MOMO,,,,,
467,小角落文化,奇怪的無人商店1：奇怪的無人冰店,,2025-12-03,198,MOMO,,,,,
468,步步,三隻小鼴鼠：夏日森林套書<螢光山林>,,2025-11-10,195,MOMO,,,,,
469,步步,三隻小鼴鼠：夏日森林套書<蟬鳴聲林>,,2025-11-10,195,MOMO,,,,,
470,步步,三隻小鼴鼠：夏日森林套書<真菌森林>,,2025-11-10,195,MOMO,,,,,
471,南門,西遊記1,V,2024-03-16,65,南門,72,2025-12-18,,,
472,南門,西遊記2,V,2024-03-16,65,南門,72,2025-12-18,,,
473,南門,西遊記3-10,X,2024-03-16,520,南門,578,2025-12-18,,,
474,南門,三國演義10本,X,2024-03-16,650,南門,739,2025-12-10,,,
475,南門,中國孩子故事100本,V,2023-12-27,3240,南門,2423,2024-04-21,,,
476,南門,小牛頓-地球上的水1,V,2023-11-03,83,南門,,,2025-11-09,,
477,南門,小牛頓-深海潛將—抹香鯨2,V,2023-11-03,83,南門,,,2025-11-11,,
478,南門,小牛頓-最勤勞的小昆蟲—螞蟻3,V,2023-11-03,83,南門,,,2025-11-13,,
479,南門,小牛頓-戰力高強的螳螂4,V,2023-11-03,83,南門,,,2026-03-19,,
480,南門,小牛頓32本,,2023-11-03,2658,南門,,,,,
481,南門,孩子的第一套地理、歷史,,2023-10-16,1210,南門,,,,,
482,南門,漫畫科學超有趣8本,X,2023-10-16,890,南門,809,2026-03-30,,,
483,南門,閱讀啟蒙橋樑書15本,V,2023-09-13,799,南門,573,,,,
484,幼福,神話最強王圖鑑,,2025-12-03,185,MOMO,,,,,
485,幼福,恐龍戰隊最強王圖鑑,V,2026-03-07,185,MOMO,,,2026-03-07,,
486,晨星,我的弟弟叫哪吒1 三千年之約,,2025-12-23,231,團書,,,,5本66折再送1本,
487,晨星,歡迎光臨惡夢雜貨店：可怕的癢癢粉,V,2025-12-23,231,團書,,,2025-12-27,5本66折再送1本,
488,晨星,歡迎光臨惡夢雜貨店：冰天雪地大毛怪,V,2025-12-23,231,團書,,,2025-12-28,5本66折再送1本,2026-03-28 00:00:00
489,晨星,台灣民俗故事1：十二生肖大車拼,,2025-12-23,165,團書,,,,5本66折再送1本,
490,晨星,氣象象的氣象調查筆記,,2025-12-23,277,團書,,,,5本66折再送1本,
491,晨星,為什麼只有地球能住人？因為土壤、空氣、火和水,,2025-12-23,0,團書,,,,5本66折再送1本,
492,晨星,悠哉悠哉危險生物圖鑑,V,2025-12-23,185,團書,,,2026-01-02,5本66折再送1本,
493,晨星,悠哉悠哉深海生物圖鑑,V,2025-12-23,185,團書,,,2026-01-10,5本66折再送1本,
494,晨星,一天一則，發現366個人體有趣知識,,2025-12-23,350,團書,,,,5本66折再送1本,
495,晨星,漫畫圖解—地球環境與SDGs3防止地球暖化！,,2025-12-23,264,團書,,,,5本66折再送1本,
496,晨星,小朋友的衛生學：生活環境×預防疾病×食品安全,,2025-12-23,251,團書,,,,5本66折再送1本,
497,晨星,世界趣聞真奇妙,,2025-12-23,0,團書,,,,5本66折再送1本,
498,和平國際,數學除妖咒術師 妖怪馬戲團 多變的幾何圖形,,2026-01-06,114,酷澎,,,,,
499,和平國際,數學除妖咒術師：友情的考驗 圖解分數、比和比率,,2026-01-06,114,酷澎,,,,,
500,和平國際, 數學除妖咒術師：解開封印 速解四則運算,,2026-01-06,119,酷澎,,,,,
501,華一,孩子愛上自然課了-神奇的頭腦,V,2026-02-08,98,FB,,,2026-04-05,,
502,華一,孩子愛上自然課了-生命的誕生,V,2026-02-08,98,FB,,,2026-04-05,,
503,華一,孩子愛上自然課了-身體裡的器官,V,2026-02-08,98,FB,,,2026-03-30,,
504,華一,孩子愛上自然課了-五官的故事,V,2026-02-08,98,FB,,,2026-03-29,,
505,華一,孩子愛上自然課了-血液的本事,V,2026-02-08,98,FB,,,2026-03-28,,
506,小麥田,Flip-Thinking！來自荷蘭的翻轉思考法,,2026-03-10,99,團書,,,,,
507,小麥田,細菌偵查隊,,2026-03-10,221,團書,,,,折150元,
508,小麥田,漫畫量子力學2-原子世界大探索,,2026-03-10,274,團書,,,,折150元,
509,小麥田,漫畫量子力學2-光的秘密大公開,,2026-03-10,274,團書,,,,折150元,
510,小麥田,我會自己做計畫,,2026-03-10,181,團書,,,,折150元,
511,小麥田,長大後的你想成為什麼樣的人？,,2026-03-10,247,團書,,,,折150元,
512,小麥田,奇蹟機器狗,,2026-03-10,0,團書,,,,,
513,小麥田,書怎麼做出來的,,2026-03-10,0,團書,,,,,
514,小麥田,強尼的神奇種子,,2026-03-10,0,團書,,,,,
515,聯經,砲臺歷險記,V,2025-10-20,143,團書,,,2026-04-06,,
516,字畝文化,為什麼要睡覺？──關於睡眠的20個奧妙知識！,,2026-04-14,223,讀共,,,,,
